ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result
IPD and Pull down Duration,IPD,IPD,True,0,0,True,0,0,True,120,120,True,Hrs,Hrs,True,Maximum time IPD and Pull down can run. IPD and Pull down will terminate as soon as this time expires regardless of cab air temperature,Maximum time IPD and Pull down can run. IPD and Pull down will terminate as soon as this time expires regardless of cab air temperature,True
Pull down and IPD Initiate Temp,Pit,Pit,True,50,50.00,True,-50,-50.00,True,120,120.00,True,°C,°C,True,"This parameter indicates the temperature at which IPD or Pulldown will be initiated. 
- At Power up: If cab air temp>Pit for more than 5 minutes trigger the Initial pull down
- During normal operation:  if the cab air temp stays above Pit>1hr trigger the Pull down","This parameter indicates the temperature at which IPD or Pulldown will be initiated. - At Power up: If cab air temp>Pit for more than 5 minutes trigger the Initial pull down.- During normal operation:  if the cab air temp stays above Pit>1hr trigger the Pull down",False
Pull Down Limit Temp,PLt,PLt,True,0,0.00,True,-100,-100.00,True,120,120.00,True,°C,°C,True,This parameter sets the cut out temperature during Pull-down cycle to achieve more cooling. Controller will exit the pull down once this temperature is achieved or expiry of  pull down duration (IPD) ,This parameter sets the cut out temperature during Pull-down cycle to achieve more cooling. Controller will exit the pull down once this temperature is achieved or expiry of  pull down duration (IPD) ,True
Min Run time,Crt,Crt,True,0,0,True,0,0,True,1800,1800,True,Secs,Secs,True,"To prevent the compressor from frequent cut-outs, this parameter would ensure that the  compressor runs for atleast the specified time. This parameter overrides the cut-out temperature. [Tip: Setting this parameter too high could lead to unneccessary deep temperatures]","To prevent the compressor from frequent cut-outs, this parameter would ensure that the  compressor runs for atleast the specified time. This parameter overrides the cut-out temperature. [Tip: Setting this parameter too high could lead to unneccessary deep temperatures]",True
Min Stop time,CSt,CSt,True,120,120,True,0,0,True,1800,1800,True,Secs,Secs,True,"To prevent the compressor from frequent cut-ins, this parameter would ensure that the  compressor remains off for atleast the specified time under this parameter. This parameter overrides the cut-in temperatures. [Tip: Setting this parameter too high could lead to unneccessary warm temperatures]","To prevent the compressor from frequent cut-ins, this parameter would ensure that the  compressor remains off for atleast the specified time under this parameter. This parameter overrides the cut-in temperatures. [Tip: Setting this parameter too high could lead to unneccessary warm temperatures]",True
Compressor Door open delay,Cdd,Cdd,True,0,0,True,0,0,True,15,15,True,Mins,Mins,True,"This parameter sets the delay in stopping the compressor when  door is opened. If set ""0"" compressor stops immediately.  If set 15 it will disable the function and doesnot stop the compressor","This parameter sets the delay in stopping the compressor when  door is opened. If set ""0"" compressor stops immediately. If set 15 it will disable the functionaliy and does not stop the compressor",False
System Resume after door open,Srt,Srt,True,0,0,True,0,0,True,60,60,True,Mins,Mins,True,"If door is kept open for long time, compressor and fan will resume after this time if they switched off due to door open. [Note : 'Srt' must be always greater than' Cdd' and 'Fdt']","If door is kept open for long time, compressor and fan will resume after this time if they switched off due to door open. [Note : 'Srt' must be always greater than' Cdd' and 'Fdt']",True
Second Compressor start delay,Scd,Scd,True,15,15,True,0,0,True,960,960,True,Secs,Secs,True,Delay time for starting second compressor in dual compressor control,Delay time for starting second compressor in dual compressor control,True
Power On Delay,Pod,Pod,True,300,300,True,0,0,True,300,300,True,Secs,Secs,True,This is the delay in seconds between power-on and the output relays being activated,This is the delay in seconds between power-on and the output relays being activated,True
Low temp Alarm limit,LAt,LAt,True,-5,-5.00,True,-100,-100.00,True,120,120.00,True,°C,°C,True,If cabinet air temperature goes below this value will raise low temperature alarm  (All these alarm status can be viewed only in KoolProg),If cabinet air temperature goes below this value will raise low temperature alarm (Note: All of these alarm status will be displayed only in koolprog),False
High temp Alarm limit,HAt,HAt,True,15,15.00,True,-100,-100.00,True,120,120.00,True,°C,°C,True,If cabinet air temperature goes above this value will raise low temperature alarm ,If cabinet air temperature goes above this value will raise low temperature alarm,True
Low temp Alarm delay,Ltd,Ltd,True,0,0,True,0,0,True,240,240,True,Mins,Mins,True,Time delay to raise alarm once low temperature alarm limit is reached,Time delay to raise alarm once low temperature alarm limit is reached,True
High temp Alarm delay,Htd,Htd,True,30,30,True,0,0,True,240,240,True,Mins,Mins,True,Time delay to raise alarm once high temperature alarm limit is reached,Time delay to raise alarm once high temperature alarm limit is reached,True
Alarm Door open delay,dod,dod,True,2,2,True,0,0,True,60,60,True,Mins,Mins,True,"Time delay to raise alarm if the door is kept open. If the door is closed before the delay time, it will not raise alarm","Time delay to raise alarm if the door is kept open. If the door is closed before the delay time, it will not raise alarm",True
Alarm delay during Pull Down/ Power up /defrost,Pdd,Pdd,True,60,60,True,0,0,True,960,960,True,Mins,Mins,True,"Time delay to raise high temperature alarm during pull down, power up and defrost in order to avoid wrong alarm signal during these condtions.","Time delay to raise high temperature alarm during pull down, power up and defrost in order to avoid wrong alarm signal during these conditions",False
Leakage Alarm Compressor Run Time,LEA,LEA,True,0,0,True,0,0,True,96,96,True,Hour,Hrs,False,"If compressor operates continuosly for more than the time configured in this parameter Leakage alarm will be triggered. Generally this value to be set higher than pull down duration ""Pdd"". 
""0"": disable","If compressor operates continuosly for more than the time configured in this parameter Leakage alarm will be triggered. Generally this value to be set higher than pull down duration ""Pdd"". ""0"": disable",False
Defrost type,dFt,dFt,True,nAt,nAt,True,no,,False,Hgd,,False,,,True,"This parameter defines the required type of defrost
""no"": defrost function is disabled.
""nAt"": Natural defrost (OFF-cycle defrost)
""EL"": electrical defrost.
""Hgd"": hot gas defrost ","This parameter defines the required type of defrostno- Defrost function is disablednAt- Natural defrost (OFF-cycle defrost)EL- Electrical defrostHgd- Hot gas defrost",False
Minimum defrost Interval,dii,dii,True,360,360,True,1,1,True,4320,4320,True,Mins,Mins,True,"Defines the minimum time period between the start of two defrost cycles. If the evaporator temperature goes below the defrost start temperature (dEt) controller triggers the defrost after this period, if not trigger the defrost at Maximum defrost interval (dAi)
","Defines the minimum time period between the start of two defrost cycles. If the evaporator temperature goes below the defrost start temperature (dEt) controller triggers the defrost after this period, if not trigger the defrost at Maximum defrost interval (dAi)",True
Maximum defrost Interval,dAi,dAi,True,420,420,True,1,1,True,4320,4320,True,Mins,Mins,True,Maximum time period between the start of two defrost cycles,Maximum time period between the start of two defrost cycles,True
Minimum defrost time,dit,dit,True,5,5,True,0,0,True,240,240,True,Mins,Mins,True,"Defines the minimum duration of a defrost cycle. During this period, the controller will not check the temperature. Once the minimum time has expired, the temperature will be checked and if the terminate temperature ""dtt"" has been reached, the defrost cycle will end. If dtt has not been reached, defrost will continue until maximum defrost time ""dAt"" reached","Defines the minimum duration of a defrost cycle. During this period, the controller will not check the temperature. Once the minimum time has expired, the temperature will be checked and if the terminate temperature ""dtt"" has been reached, the defrost cycle will end. If dtt has not been reached, defrost will continue until maximum defrost time ""dAt"" reached.",False
Maximum defrost Time,dAt,dAt,True,30,30,True,0,0,True,480,480,True,Mins,Mins,True,"Maximum duration of a defrost cycle. Controller will terminate the defrost after this time, even if evap sensor is configured and evaporator temperature is less than defrost terminate temperature (dtt)","Maximum duration of a defrost cycle. Controller will terminate the defrost after this time, even if evap sensor is configured and evaporator temperature is less than terminate temperature (dtt)",False
Defrost Terminate Temp,dtt,dtt,True,6,6.00,True,0,0.00,True,50,50.00,True,°C,°C,True,"This parameter defines the evaporator temperature at which defrot must be terminated. controller will terminate the defrost based on the defrost terminate temperature (dtt) or Maximum defrost time (dAt). If no evaporator sensor is used, defrost would be terminated based on the maximum defrost time (dAt)","This parameter defines the evaporator temperature at which defrot must be terminated. controller will terminate the defrost based on the defrost terminate temperature (dtt) or Maximum defrost time (dAt). If no evaporator sensor is used, defrost would be terminated based on the maximum defrost time (dAt)",True
Defrost on accumulated Compressor Run Time,dCt,dCt,True,No,No,True,No,,False,Yes,,False,NA,,False,"If this parameter is set to ""Yes"", defrost interval is calculated based on the total time the compressor has been running. If this parameter is set to No, then defrost interval is based on the elapsed time,regardless of compressor ON time.","If this parameter is set to ""Yes"", defrost interval is calculated based on the total time the compressor has been running. If this parameter is set to no, then defrost interval is based on the elapsed time,regardless of compressor On time",False
Defrost Start by Evap Temp,dEt,dEt,True,-100,-100.00,True,-100,-100.00,True,0,0.00,True,°C,°C,True,Evaporator Temperature at which the defrost to be triggered after minimum defrost interval to avoid excess frost on the evaporator (Active only if evaporator sensor is configured),Evaporator Temperature at which the defrost to be triggered after minimum defrost interval to avoid excess frost on the evaporator (Active only if evaporator sensor is configured),True
Drip Off time,dot,dot,True,2,2,True,0,0,True,60,60,True,Mins,Mins,True,Defines the time delay to start compressor after terminating defrost. This feature is to ensure no water droplet on the evaporator before starting the cooling cycle,Defines the time delay to start compressor after terminating defrost. This feature is to ensure no water droplet on the evaporator before starting the cooling cycle,True
Fan Delay After Defrost,Fdd,Fdd,True,0,0,True,0,0,True,960,960,True,Secs,Secs,True,Defines delay in switching ON the fan  from compressor start after defrost to avoid warm air circulation.,Defines delay in switching ON the fan  from compressor start after defrost to avoid warm air circulation,False
Fan Start Temperature after defrost,Ftd,Ftd,True,25,25.00,True,-25,-25.00,True,25,25.00,True,°C,°C,True,"This parameter determines at what evaporator temperature the fan will
start after a defrost cycle. If the time set in ""Fdd"" occurs before the temperature set in ""Ftd"", the fan will start in line with ""Fdd"". If the temperature set in ""Ftd"" occurs first,
then the fan will start in line with ""Ftd"".","This parameter determines at what evaporator temperature the fan will start after a defrost cycle. If the time set in ""Fdd"" occurs before the temperature set in ""Ftd"", the fan will start in line with ""Fdd"". If the temperature set in ""Ftd"" occurs first, then the fan will start in line with ""Ftd""",False
Fan ON during Defrost,dFa,dFa,True,No,No,True,No,,False,Yes,,False,,,True,"Defines the status of fan during defrost. Set to ""Yes"", the fan will run during defrost cycles and set to ""No"", will keep the fan off during defrost cycles","Defines the status of fan during defrost. Set to ""Yes"", the fan will run during defrost cycles and set to ""No"", will keep the fan off during defrost cycles",True
Initial Defrost Interval,idi,idi,True,180,180,True,0,0,True,4320,4320,True,"
Mins",Mins,True,"The initial defrost interval determines the time for first defrost after
power-up. The initial defrost is mainly intended for factory testing of the
defrost functionality and can be set to expire after a number compressor
cycles according to the setting of parameter idd. ","The initial defrost interval determines the time for first defrost after power-up. The initial defrost is mainly intended for factory testing of the defrost functionality and can be set to expire after a number compressor cycles according to the setting of parameter ""idd""",False
Fan Control Method,FCt,FCt,True,FAo,FAo,True,FAo,,False,FPL,,False,,,True,"Defines the Fan control method
""FAo"": fan always on
""FFC"": fan follow compressor (Fan runs only when compressor is ON)
""FPL"": Fan Cycling. [Fan cycling during compressor off cycle ]","Defines the Fan control method
FAo- Fan always on
FFC- Fan follow compressor (Fan runs only when compressor is On)
FPL- Fan Cycling (Fan cycling during compressor off cycle)",False
Fan ON Delay,Fod,Fod,True,0,0,True,0,0,True,240,240,True,Secs,Secs,True,Time delay to start the fan after compressor cut-in,Time delay to start the fan after compressor cut-in,True
Fan Stop Delay,FSd,FSd,True,0,0,True,0,0,True,240,240,True,Secs,Secs,True,Time delay to stop the fan after compressor cut-out,Time delay to stop the fan after compressor cut-out,True
Fan On Cycle,Foc,Foc,True,0,0,True,0,0,True,960,960,True,Secs,Secs,True,"If fan control method is selected as ""FPL"" this parameter defines the fan ON time during fan pulsating cycle","If fan control method is selected as ""FPL"" this parameter defines the fan ON time during fan pulsating cycle",True
Fan Stop Cycle,FSC,FSC,True,0,0,True,0,0,True,960,960,True,Secs,Secs,True,"If fan control method is selected as ""FPL"" this parameter defines the fan OFF time during fan pulsating cycle","If fan control method is selected as ""FPL"" this parameter defines the fan OFF time during fan pulsating cycle",True
Fan Stop Time on Door Open,Fdt,Fdt,True,900,900,True,0,0,True,999,999,True,Secs,Secs,True,"The delay to stop the fan after the door has been opened
""0"": fan stop immediately when door open
""1-998"": delay for fan stop after door open
""999"": fan keep running all the time during door open","The delay to stop the fan after the door has been opened""0""- fan stop immediately when door open""1-998""- delay for fan stop after door open""999""- fan keep running all the time during door open",False
Fan Minimum Stop Time,FSt,FSt,True,10,10,True,0,0,True,960,960,True,Secs,Secs,True,Minimum time fan must stop whenever it is switched off,Minimum time fan must stop whenever it is switched off,True
Fan Limit Temperature,FLt,FLt,True,50,50.00,True,0,0.00,True,50,50.00,True,°C,°C,True,"This function prevents the evaporator fan to operate if the temperature is
above the fan limit temperature. If the defrost sensor registers a higher temperature than the one set here, the fan will be stopped to avoid the warm air circulation in the cabinet. Fan will restart when evap temperature goes 2 degC less than FLt (FLt-2 DegC). This parameter is active only when evaporator sensor is configured","This function prevents the evaporator fan to operate if the temperature is above the fan limit temperature. If the defrost sensor registers a higher temperature than the one set here, the fan will be stopped to avoid the warm air circulation in the cabinet. Fan will restart when evap temperature goes 2 degC less than FLt (FLt-2 DegC). This parameter is active only when evaporator sensor is configured",False
Cabinet Light Control (Normal mode),CLC,CLC,True,on,on,True,on,,False,dor,,False,,,True,"on: Always ON (Button is default to control light for all these options)
oFF: Always OFF
dor: Door sensor only 
","on: Always ON (Button is default to control light for all these options)oFF: Always OFFdor: Door sensor only ",False
Cabinet light control (ECO mode),ELC,ELC,True,OFF,oFF,False,ON,,False,dor,,False,,,True,"on: Always ON (Button is default to control light for all these options)
oFF: Always OFF
dor: Door sensor only ","on: Always ON (Button is default to control light for all these options)oFF: Always OFFdor: Door sensor only ",False
Light OFF delay,Lod,Lod,True,0,0,True,0,0,True,300,300,True,Secs,Secs,True,Delay to turn off the cabinet light after door close,Delay to turn off the cabinet light after door close.,False
ECO Mode Enable,Eco,Eco,True,No,No,True,No,,False,Yes,,False,"No
Yes",,False,"ECO mode is active or not. If selected ""No""  all other settings related to ECO mode are Not active.","ECO mode is active or not. If selected ""No"" all other settings related to ECO mode are not active",False
Eco Offset,Eto,Eto,True,6,6.00,True,-25,-25.00,True,25,25.00,True,K,K,True,Defines offset temperature during ECO mode. Offset can be possitive or negative.,Defines offset temperature during ECO mode. Offset can be positive or negative,False
Eco Door Delay,Edd,Edd,True,180,180,True,0,0,True,360,360,True,Mins,Mins,True,Time delay for entering in to ECO mode if there is no door open,Time delay for entering in to ECO mode if there is no door open,True
Holiday Mode ,HLY,HLY,True,No,No,True,No,,False,Yes,,False,"No
Yes",,False,"Holiday mode is active or not. If selected ""No""  all other settings related to holiday mode are not active","Holiday mode is active or not. If selected ""no""  all other settings related to holiday mode are not active.",False
Holiday Length,HoL,HoL,True,72,72,True,0,0,True,999,999,True,Hrs,Hrs,True,Criteria for entering holiday mode based on number of hours of no activity in ECO mode. If controller doesnot detect any activity after enetering ECO mode for these many hours it will trigger the Holiday mode and set the temperature as per holiday offset. ,Criteria for entering holiday mode based on number of hours of no activity in ECO mode. If controller doesnot detect any activity after enetering ECO mode for these many hours it will trigger the Holiday mode and set the temperature as per holiday offset. ,True
Holiday Temperature offset,Hto,Hto,True,8,8.00,True,-25,-25.00,True,25,25.00,True,K,K,True,Defines the offset temperature during holiday mode. Offset can be possitive or negative.,Defines the offset temperature during holiday mode. Offset can be possitive or negative.,True
Automatic Heater Control Mode ,AuH,AuH,True,No,No,True,No,,False,Yes,,False,"No
Yes",,False,"Automatic heater control /dual mode is to protect food items stored in cabinet from frozen during the winter when installed outdoor. Automatic heater control uses the defrost heater to increase the cabinet temperature when it goes below the cut out temperature during Cooling mode.
No: This feature is disabled
Yes: Feature is active","Automatic heater control /dual mode is to protect food items stored in cabinet from frozen during the winter when installed outdoor. Automatic heater control uses the defrost heater to increase the cabinet temperature when it goes below the cut out temperature during Cooling mode.no: This feature is disabledYes: Feature is active",False
Heater low set point,CHI,CHI,True,-100,-100.00,True,-100,-100.00,True,120,120.00,True,°C,°C,True,Heater Cut out temperature at coldest position of the spindle (thermostat knob) auto heating,Heater Cut out temperature at coldest position of the spindle (thermostat knob) auto heating,True
Heater high set point,WHI,WHI,True,-100,-100.00,True,-100,-100.00,True,120,120.00,True,°C,°C,True,Heater Cut out temperature at warmest position of the spindle (thermostat knob) auto heating,Heater Cut out temperature at warmest position of the spindle (thermostat knob) auto heating,True
Heater low differential,CDH,CDH,True,2,2.00,True,1,1.00,True,50,50.00,True,K,K,True,This defines the difference between the heater cut-out and the cut-in at coldest position of thermostat for auto heating,This defines the difference between the heater cut-out and the cut-in at coldest position of thermostat for auto heating,True
Energy mode delay,End,End,True,60,60,True,0,0,True,360,360,True,Mins,Mins,True,This is the delay in minutes between the heater and the compressor operation. The heater is not allowed to start until this number of minutes has expired after the compressor has cut out and vice versa,This is the delay in minutes between the heater and the compressor operation. The heater is not allowed to start until this number of minutes has expired after the compressor has cut out and vice versa,True
Voltage Protection function,uPt,uPt,True,No,No,True,No,,False,Yes,,False,Yes,,False,This feature protects the compressor if the line voltage goes beyond the operating range,This feature protects the compressor if the line voltage goes beyond the operating range,True
Minimum Cut-in Voltage,uLi,uLi,True,100,100,True,70,70,True,230,230,True,V ,V,True,The lowest voltage at which the compressor is allowed to Cut-in,The lowest voltage at which the compressor is allowed to Cut-in,True
Minimum Cut out Voltage,uL0,uLo,False,90,90,True,70,70,True,230,230,True,V,V,True,"When the compressor is running, if voltage goes below this value, it will switch off the compressor.  This parameter is to avoid sudden switching on and off of compressor due to voltage fluctuations. This cut-off voltage will override compressor minimum run time","When the compressor is running, if voltage goes below this value, it will switch off the compressor.  This parameter is to avoid sudden switching on and off of compressor due to voltage fluctuations. This cut-off voltage will override compressor minimum run time",True
Maximum cut out Voltage,uHi,uHi,True,260,260,True,110,110,True,270,270,True,V ,V,True,"when the compressor is running, it will be switched OFF if the voltage exceeds this value
If the compressor is already stopped, it will remain switched off","When the compressor is running, it will be switched Off if the voltage exceeds this value.
If the compressor is already stopped, it will remain switched Off.",False
Condenser Alarm Limit,CAL,CAL,True,80,80.00,True,0,0.00,True,120,120.00,True,°C,°C,True,This parameter sets the condenser temperature at which an alarm will be generated,This parameter sets the condenser temperature at which an alarm will be generated,True
Condenser Block Limit,CbL,CbL,True,85,85.00,True,0,0.00,True,120,120.00,True,°C,°C,True,This parameter sets the compressor switched off due to high condenser temperature.,This parameter sets the compressor switched off due to high condenser temperature,False
Condenser OK Limit,CoL,CoL,True,60,60.00,True,0,0.00,True,120,120.00,True,°C,°C,True,This parameter sets the compressor to switch ON again after switched off due to  high condenser temperature respecting minimum compressor stop time,This parameter sets the compressor to switch On again after switched off due to  high condenser temperature respecting minimum compressor stop time,False
Control sensor error handling type,EHd,EHd,True,Aut,Aut,True,no,,False,Aut,,False,K,,False,"Method to control the cooling cycle in case of cabinet air sensor error.
""no"": no sensor error handling.
""SEt"": Follow configured error run and stop time.
""Aut"" : Control automaticaly based on past cycles time.","Method to control the cooling cycle in case of cabinet air sensor error.
No- No sensor error handling
Set- Follow configured error run and stop time
Aut- Control automaticaly based on past cycles time",False
Error Run Time,Ert,Ert,True,0,0,True,0,0,True,60,60,True,Mins,Mins,True,Cooling cycle ON time in case of cabinet sensor error (Active only if EHd=SEt),Cooling cycle ON time in case of cabinet sensor error (Active only if EHd=SEt),True
Error Stop Time,Est,Est,True,0,0,True,0,0,True,60,60,True,Mins,Mins,True,Cooling cycle off time in case of cabinet sensor error (Active only if EHd=SEt),Cooling cycle off time in case of cabinet sensor error (Active only if EHd=SEt),True
Zero Cross Config,ZC,ZC,True,Yes,Yes,True,No,,False,Yes,,False,,,True,"This parameter enhaces the relay life and also avoid relay sparks during relay on and off.If selected ""Yes""relays will be switched on and off when the line-voltage is closeer to zero","This parameter enhaces the relay life and also avoid relay sparks during relay on and off.If selected ""Yes"" relays will be switched on and off when the line-voltage is closeer to zero",False
OEM low ,oEL,oEL,True,,0,False,,0,False,,65535,False,,,True,,OEM code Low,False
OEM High,oEH,oEH,True,,0,False,,0,False,,65535,False,,,True,,OEM code High,False
