GrpCode,MenuCode,GroupName,ChineseGroupName,Name,ChineseName,PNU,DefaultValue,Min,Max,Unit,Scale,Datatype,Enum,ChineseEnum,ModelCodeValue,ReadOnly,AccLevelR,AccLevelW,Help,LicenseKey,User,BitPosition,Decimal,Visibility,VariableName,UniqueID
"QCK","d01","Main menu|Configuration","Main menu|Configuration","Defrost method","Defrost method","1000","1.0","0.0","4.0","","0.0","Enum","0:None,1:Electrical,2:Hot gas,3:Brine,4:Air circulation","0:None,1:Electrical,2:Hot gas,3:Brine,4:Air circulation","0","0","1","2","Here you set whether defrost is to be accomplished with electricity, gas, air circulation or (none).  During defrost the defrost relay will be cut in.","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1054083","1054083"
"QCK","d10","Main menu|Configuration","Main menu|Configuration","Defrost stop method","Defrost stop method","1009","0.0","0.0","2.0","","0.0","Enum","0:Time,1:S5 sensor,2:S4 sensor","0:Time,1:S5 sensor,2:S4 sensor","0","0","1","2","Here you define whether a defrost sequence is to be stopped by time or a temperature sensor","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1054087","1054087"
"QCK","d02","Main menu|Configuration","Main menu|Configuration","Defrost stop temperature","Defrost stop temperature","1001","6.0","0.0","50.0","°C","0.0","Float","","","0","0","1","2","The defrost is stopped at a given temperature which is measured with a sensor (the sensor is defined in d10). 
The temperature value is set.","LIC001","1,2,3","0","10.0","Id_1053441 > 0 && Id_1054087 > 0","Id_1053671","1053671"
"QCK","r89","Main menu|Configuration","Main menu|Configuration","Food type","Food type","209","0.0","0.0","5.0","","0.0","Enum","0:None,1:Vegetables,2:Dairy,3:Meat and fish,4:Frozen food,5:Ice cream","0:None,1:Vegetables,2:Dairy,3:Meat and fish,4:Frozen food,5:Ice cream","0","0","1","2","","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1053449","1053449"
"M02","q39","Main menu|Configuration","Main menu|Configuration","Food temperature sensor","Food temperature sensor","2250","2.0","1.0","4.0","","0.0","Enum","1:Thermostat air,2:Alarm air,3:S3 Air ON evap.,4:S6 Product temp.","1:Thermostat air,2:Alarm air,3:S3 Air ON evap.,4:S6 Product temp.","0","0","1","2","Select which temperature to be used for the food temperature representation","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1053450","1053450"
"QCK","o03","Main menu|Configuration","Main menu|Configuration","Network address","Network address","2008","0.0","0.0","240.0","","0.0","Float","","","0","0","1","2","Network address of the controller","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1054564","1054564"
"M02","o04","Main menu|Configuration","Main menu|Configuration","Service pin","Service pin","60029","0.0","0.0","1.0","","0.0","Enum","0:OFF,1:ON","0:OFF,1:ON","0","0","1","2","If the controller is built into a LonWorks network with data communication, it must have an address, and the system manager must know this address.
The address is sent to the system manager when the menu is set in pos. ON. IMPORTANT: Before you set o04, you MUST set the application mode of the controller (The function is not used when the data communication is MODBUS)","LIC001","1,2,3","0","1.0","Id_1053441 > 0","Id_1048591","1048591"
"M02","U61","Main menu|Configuration","Main menu|Configuration","DO1 Function","DO1 Function","2691","0.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056109","1056109"
"M02","U62","Main menu|Configuration","Main menu|Configuration","DO2 Function","DO2 Function","2692","6.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056124","1056124"
"M02","U63","Main menu|Configuration","Main menu|Configuration","DO3 Function","DO3 Function","2693","8.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056139","1056139"
"M02","U64","Main menu|Configuration","Main menu|Configuration","DO4 Function","DO4 Function","2694","3.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056154","1056154"
"M02","U65","Main menu|Configuration","Main menu|Configuration","DO5 Function","DO5 Function","2695","6.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056169","1056169"
"M02","U66","Main menu|Configuration","Main menu|Configuration","DO6 Function","DO6 Function","2696","1.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","","Id_1056184","1056184"
"M02","Y55","Main menu|Configuration","Main menu|Configuration","DI1 Function","DI1 Function","2722","0.0","0.0","90.0","","0.0","Enum","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","30:Pe Evap. pressure A,31:S2 Gas outlet A,32:S3 Air ON A,33:S4 Air OFF A,34:S5 Evaporator A,35:S6 Product temp. A,36:S3 Air ON B,37:S5 Evaporator B,38:Humidity,90:Railheat PWM,60:DI Status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Flooded inject,0:None,1:AKV valve opening degree,2:Fan,3:Fan ECO,4:Defrost A,5:Rail heat,6:Alarm,7:Light,8:Blinds,9:Compressor 1,10:Compressor 2,11:Air heater,12:Drain valve,13:Suction valve,14:Hotgas valve,15:Defrost B,16:Humidification","0","1","0","4","","LIC001","1,2,3","0","1.0","Id_1053441 != 7 && Id_1053441 != 8","Id_1056216","1056216"
