Group_Code,Menu_Code,Group_Name,Name,PNU,Default_Value,Minimum_Value,Maximum_Value,Unit,Scaling,Datatype,Enum,Read_Only,Help,Decimals,Variable_Name,Visibility_Index,Visibility_Rule,Alarm_Parameter_Idx,Unique_ID,ItemType,CopyType,Enum_Vis_List_Idx,Group_VisibilityIdx
,P85,Configuration,Refrigerant factor K3,2203,300,-999,999,,0,INT,,1,Refrigerant factor for a custom refrigerant - please contact Danfoss for detailed information,0,Id_1048616,21,GetVar(149) == 1,,1048616,C,S,[],0
,,Configuration,Refrigerant factor A1,2548,8000,8000,12000,,0,INT,,1,Refrigerant factor for a custom refrigerant - please contact Danfoss for detailed information,0,Id_1048611,20,GetVar(149) == 13,,1048611,C,S,[],0
,,Configuration,Refrigerant factor A2,2549,-1000,-4000,-1000,,0,INT,,1,Refrigerant factor for a custom refrigerant - please contact Danfoss for detailed information,0,Id_1048612,20,GetVar(149) == 13,,1048612,C,S,[],0
,,Configuration,Refrigerant factor A3,2550,1000,1000,3000,,0,INT,,1,Refrigerant factor for a custom refrigerant - please contact Danfoss for detailed information,0,Id_1048613,20,GetVar(149) == 13,,1048613,C,S,[],0
,o20,Configuration,Pe sensor - Min range,2034,-1,-1,5,Bar-g,0,Float,,1,Minimum measuring range for sensor,1,Id_1053752,0,1,,1053752,C,S,[],0
,o21,Configuration,Pe sensor - Max range,2033,12,6,200,Bar-g,0,Float,,1,Maximum measuring range for sensor,1,Id_1053751,0,1,,1053751,C,S,[],0
,o06,Configuration,Temperature sensor type,2014,0,0,3,,0,,"0:Pt 1000,1:PTC 1000,2:NTC 5k,3:NTC 10k",1,"Sensor type for S3, S4 and S5. 
Normally a Pt 1000 sensor with great signal accuracy is used. But you can also use a sensor with another signal accuracy. That may either be a PTC sensor (1000 ohm at 25°C) All the mounted sensors S3-S5 must be of the same type. 

0 = Pt 1000

1 = PTC 1000

2 = NTC 5k

3 = NTC 10k",0,Id_1053444,0,1,,1053444,C,S,[],0
,d01,Configuration,Defrost method,1000,1,0,4,,0,,"0:None,1:Electrical,4:Air/Offcycle",1,Select method of defrost,0,Id_1054083,0,1,,1054083,S,S,[],0
,d10,Configuration,Defrost stop method,1009,0,0,2,,0,,"0:Time,1:S5 sensor,2:S4 sensor",1,Here you define whether a defrost cycle is to be stopped by time or by a temperature sensor,0,Id_1054087,0,1,,1054087,S,S,['S5 sensor:10'],0
,d02,Configuration,Defrost stop limit A,1001,6,0,50,°C,0,Float,,1,"When the selected defrost stop sensor reaches the set limit, the defrost cycle is terminated",1,Id_1053671,9,GetVar(27) > 0,,1053671,S,S,[],0
,r89,Configuration,Food type,209,0,0,5,,0,,"0:None,1:Vegetables,2:Dairy,3:Meat and fish,4:Frozen food,5:Ice cream",1,"When changing the food type the controller will automatically adapt temperature setpoints and alarm limits according to the selected food type. Please be aware that the setting will revert to ""None"" after having been changed.",0,Id_1056768,0,1,,1056768,P,N,[],0
,q39,Configuration,Food temp. sensor,2250,1,1,3,,0,,"1:Ther. air A,2:Average all,3:Maximum all",1,Select the temperature to be used for the food temperature representation,0,Id_1056740,0,1,,1056740,C,S,[],0
,o03,Configuration,Network address,2008,0,0,240,,0,INT,,1,Network address of the controller,0,Id_1054564,0,1,,1054564,C,C,[],0
,o04,Configuration,Service pin,60029,0,0,1,,0,,"0:OFF,1:ON",1,"If the controller is built into a LonWorks network with data communication, it must have an address, and the system manager must know this address.
The address is sent to the system manager when the menu is set in pos. ON. 
IMPORTANT: Before you set o04, you MUST set the application mode of the controller (The function is not used when the data communication is MODBUS)",0,Id_1056807,0,1,,1056807,F,N,[],0
,U61,Configuration,DO1 Function,2691,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056109,0,1,,1056109,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U62,Configuration,DO2 Function,2692,6,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056124,0,1,,1056124,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U63,Configuration,DO3 Function,2693,8,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056139,0,1,,1056139,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U64,Configuration,DO4 Function,2694,3,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056154,0,1,,1056154,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U65,Configuration,DO5 Function,2695,6,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056169,0,1,,1056169,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U66,Configuration,DO6 Function,2696,1,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056184,0,1,,1056184,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,U67,Configuration,DO7 Function,2697,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056199,0,1,,1056199,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y55,Configuration,DI1 Function,2722,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056216,14,GetVar(148) == 1 || GetVar(148) == 4,,1056216,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y56,Configuration,DI2 Function,2723,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056233,0,1,,1056233,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y57,Configuration,DI3 Function,2724,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056250,0,1,,1056250,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y58,Configuration,AI1 Function,2725,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056298,0,1,,1056298,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y59,Configuration,AI2 Function,2726,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056314,0,1,,1056314,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y60,Configuration,AI3 Function,2727,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056330,0,1,,1056330,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y61,Configuration,AI4 Function,2728,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056346,0,1,,1056346,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
,Y62,Configuration,AI5 Function,2729,0,0,90,,0,,"30:Pe Evap. pressure,31:S2 Gas outlet A,33:S4 Air OFF evap. A,34:S5 Evaporator A,37:S5 Evaporator B,38:Humidity sensor,39:S4 Air OFF evap. B,40:S4 Air OFF evap. C,41:S2 Gas outlet B,42:S2 Gas outlet C,90:Rail heat PWM,60:Digital input status,61:Door function,62:Door alarm,63:Defrost start,64:Main switch,65:Night setback,66:Thermostat band,67:Alarm at closed,68:Alarm at open,69:Case cleaning,70:Forced cooling,71:Open blinds,72:Coordinated def.,73:Forced closing,74:Shut down,75:Light control,76:Leak detection,77:Adap liquid ctrl,0:None,1:AKV opening A,2:Fan,4:Defrost A,5:Rail heat,6:Alarm,7:Light,11:Air heater,15:Defrost B,16:Humidifier,17:AKV opening B,18:AKV opening C",0,List of possible features that can be associated to a physical input or output,0,Id_1056362,0,1,,1056362,R,N,"['S5 Evaporator A:42', 'S5 Evaporator B:43', 'Humidity sensor:22', 'S4 Air OFF evap. B:3', 'S4 Air OFF evap. C:4', 'S2 Gas outlet B:3', 'S2 Gas outlet C:4', 'Rail heat PWM:19', 'Defrost A:10', 'Rail heat:39', 'Alarm:40', 'Air heater:2', 'Defrost B:41', 'Humidifier:22', 'AKV opening B:3', 'AKV opening C:4']",0
