ParameterName,DB_Menucode,KP_Menucode,Result,DB_DefaultValue,KP_DefaultValue,Result,DB_MinValue,KP_MinValue,Result,DB_MaxValue,KP_MaxValue,Result,DB_Unit,KP_Unit,Result,DB_Info,KP_Info,Result
Button 1 Short Config,b1C,b1C,True,noP.png,noP,False,0,,False,7,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F",True
Button 1 Long Config,b1L,b1L,True,PoF.png,PoF,False,0,,False,10,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu",True
Button 2 Short Config,b2C,b2C,True,dEF.png,dEF,False,0,,False,7,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F",True
Button 2 Long Config,b2L,b2L,True,inF.png,inF,False,0,,False,10,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu",True
Button 3 Short Config,b3C,b3C,True,tP.png, tP,False,0,,False,7,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F",True
Button 3 Long Config,b3L,b3L,True,noP.png,noP,False,0,,False,10,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu",True
Button 4 Short Config,b4C,b4C,True,tP.png, tn,False,0,,False,7,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"" : increase display intensity
""din"" : decrease display intensity
""CFA"": toggle °C and °F",True
Button 4 Long Config,b4L,b4L,True,noP.png,noP,False,0,,False,9,,False,,,True,"""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu","""noP"": not operating
""tP"": increase set point
""tn"": decrease set point
""dEF"": toggle defrost
""SuP"": toggle super-cool/pull down
""diP"": increase display intensity
""din"": decrease display intensity
""CFA"": toggle °C and °F
""PoF"": ERC power ON/OFF
""HoL"": enter holiday mode
""inF"": enter info menu",True
Set point,SEt,SEt,True,2,2.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"
This parameter defines the desired temperature (set point)
In standard operation the set point is changed by simply pressing the
""temperature up/down"" buttons on ERC 111; for laboratory and
assembly line you may opt for software controlled set point adjustment
(speed improvement)","
This parameter defines the desired temperature (set point)
In standard operation the set point is changed by simply pressing the
""temperature up/down"" buttons on ERC 111; for laboratory and
assembly line you may opt for software controlled set point adjustment
(speed improvement)",True
Set point adjustment ratio,SPr,SPr,True,0.5,0.50,False,0,0.00,False,1,1.00,False,,,True,"The default value is set to 0.5 and the parameter is hidden by default.
""Spr"" defines the position of the set point in relation to cut-in and cut-out
""Spr=0,5"" sets the set point mid between cut-in and cut-out.
""Spr=0"" sets the set point at the cutout. ""Spr=1"" sets the set point at cut-in","The default value is set to 0.5 and the parameter is hidden by default.
""Spr"" defines the position of the set point in relation to cut-in and cut-out
""Spr=0,5"" sets the set point mid between cut-in and cut-out.
""Spr=0"" sets the set point at the cutout. ""Spr=1"" sets the set point at cut-in",True
Differential,diF,diF,True,2,2.00,False,0,0.00,False,20,20.00,False,K,K,True,"
This defines the difference between the cut-out and the cut-in
The desired temperature is determined by ""SPr"" and ""diF""","
This defines the difference between the cut-out and the cut-in
The desired temperature is determined by ""SPr"" and ""diF""",True
High Set point,HSE,HSE,True,50,50.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go above ""HSE"" or below ""LSE""","
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go above ""HSE"" or below ""LSE""",True
Low Set point,LSE,LSE,True,-35,-35.00,False,-100,-100.00,False,200,200.00,False,°C,°C,True,"
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go below ""LSE""","
Defines the temperature range limit of the controller
Once set, the desired temperatue (set point) can not go below ""LSE""",True
Pull-down limit temp,PLt,PLt,True,0,0.00,False,-50,-50.00,False,55,55.00,False,°C,°C,True,"Pull Down Limit Temperature
This parameter sets the minimum allowed temperature during pull-down.
In order to protect valuable contents you must always specify the absolute
minimum temperature allowed in your application.
For glass door merchandisers 0°C/32°F protects bottles from freezing;
for commercial fridges you may opt for a slightly higher temperature
(e.g. 2°C)","Pull Down Limit Temperature
This parameter sets the minimum allowed temperature during pull-down.
In order to protect valuable contents you must always specify the absolute
minimum temperature allowed in your application.
For glass door merchandisers 0°C/32°F protects bottles from freezing;
for commercial fridges you may opt for a slightly higher temperature
(e.g. 2°C)",True
Def terminate temp,dtt,dtt,True,6,6.00,False,0,0.00,False,25,25.00,False,°C,°C,True,"Terminate Temperature
This parameter defines at what temperature the defrost cycle will stop.
The temperature is given by the evaporator sensor or by the cabinet
temperature sensor if no evaporator sensor is used.","Terminate Temperature
This parameter defines at what temperature the defrost cycle will stop.
The temperature is given by the evaporator sensor or by the cabinet
temperature sensor if no evaporator sensor is used.",True
Defrost start evaporator temp.,dEt,dEt,True,-50,-50.00,False,-50,-50.00,False,0,0.00,False,°C,°C,True,"Defrost start evaporator temp
Defrost start trigger for adaptive defrost.","Defrost start evaporator temp
Defrost start trigger for adaptive defrost.",True
Defrost Delta T (ddt),ddt,ddt,True,5,5.00,False,0,0.00,False,30,30.00,False,K,K,True,"Defrost Ät
Defrost Ät compare with evaporator temperature of first cut out after defrost
to trigger defrost start.
The defrost start if evaporator temperature has decreased","Defrost Ät
Defrost Ät compare with evaporator temperature of first cut out after defrost
to trigger defrost start.
The defrost start if evaporator temperature has decreased",True
Def reset temp,drt,drt,True,5,5.00,False,0,0.00,False,200,200.00,False,°C,°C,True,"Defrost reset temperature
The defrost counter is saved and restored at power-up, but if the
temperature sensor, used for defrost, is higher than this value at
power-up, it is assumed that the evaporator is free of ice and the
defrost counter will be cleared.","Defrost reset temperature
The defrost counter is saved and restored at power-up, but if the
temperature sensor, used for defrost, is higher than this value at
power-up, it is assumed that the evaporator is free of ice and the
defrost counter will be cleared.",True
Power-on temperature,Pot,Pot,True,-50,-100.00,False,-50,-100.00,False,200,200.00,False,°C,°C,True,"Power ON Temperature
This parameter is used to accelerate the first application test on the
OEM assembly line; if the cabinet temperature is higher than this
parameter the power ON Delay is overruled and the outputs are activated
without delay.","Power ON Temperature
This parameter is used to accelerate the first application test on the
OEM assembly line; if the cabinet temperature is higher than this
parameter the power ON Delay is overruled and the outputs are activated
without delay.",True
Display Offset,doF,doF,True,0,0.00,False,-10,-10.00,False,10,10.00,False,K,K,True,"
This parameter is a relative value and allows the temperature displayed
to be different to the temperature measured.
For instance, at a measured temperature of 7°C and ""doF"" set to -2K, the
displayed temperature will be 5°C instead","
This parameter is a relative value and allows the temperature displayed
to be different to the temperature measured.
For instance, at a measured temperature of 7°C and ""doF"" set to -2K, the
displayed temperature will be 5°C instead",True
High Temp Alarm,HAt,HAt,True,15,15.00,False,-50,-100.00,False,200,200.00,False,°C,°C,True,"High Temp Alarm
Absolute value.
By setting ""HAt"" to the maximum alarms will be deactivated.","High Temp Alarm
Absolute value.
By setting ""HAt"" to the maximum alarms will be deactivated.",True
Low Temp Alarm,LAt,LAt,True,-50,-50.00,False,-50,-100.00,False,200,200.00,False,°C,°C,True,"Low Temp Alarm
Absolute value.
By setting ""LAt"" to the minimum value, alarms will be deactivated.
In most situations, the low alarm delay will be set to 0 to warn about
too low a temperature immediately.","Low Temp Alarm
Absolute value.
By setting ""LAt"" to the minimum value, alarms will be deactivated.
In most situations, the low alarm delay will be set to 0 to warn about
too low a temperature immediately.",True
Holiday Temperature Offset,Hto,Hto,True,6,6.00,False,-25,-25.00,False,25,25.00,False,K,K,True,"Holiday Temperature Offset
Increase or decrease of temperature with respect to normal mode
during holiday mode.","Holiday Temperature Offset
Increase or decrease of temperature with respect to normal mode
during holiday mode.",True
Temp Adj. for S1,t1A,t1A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"This parameter(applies to the Non-Danfoss temperature sensors only) is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","This parameter(applies to the Non-Danfoss temperature sensors only) is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
Temp Adj. for S2,t2A,t2A,True,0,0.00,False,-20,-20.00,False,20,20.00,False,K,K,True,"Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.","Air Temperature Adjustment
(applies to non-Danfoss temperature sensors only)
This parameter is a relative value and allows adjustment of the control
sensor temperature.
For instance, at a measured temperature of 7*C and ""tAd"" set to -2 K,
the input from the control sensor will be 5*C instead.",True
Pull-down Cycling,Pcy,Pcy,True,30,30,True,0,0,True,360,360,True,min,min,True,"Pull Down Cycling
This is the duration in minutes of the compressor cycling at the reduced
set point temperature. Once the desired pull down limit temperature
""PLt"" has been reached during pull down, the compressor will continue to
cycle ON/OFF for the duration of ""PCy"". At the end of the period defined by
""PCy"", the set point temperature will return to normal and pull down will
cease.","Pull Down Cycling
This is the duration in minutes of the compressor cycling at the reduced
set point temperature. Once the desired pull down limit temperature
""PLt"" has been reached during pull down, the compressor will continue to
cycle ON/OFF for the duration of ""PCy"". At the end of the period defined by
""PCy"", the set point temperature will return to normal and pull down will
cease.",True
Pull-down defrost Interval,Pdi,Pdi,True,15,15,True,0,0,True,48,48,True,hour,hour,True,"Pull Down Defrost Interval
Even though most applications do not need Defrost during pull down, an
extended defrost during pull down can be applied. This is the time
between defrost cycles during pull down. It is measured in hours and can
be up to 48 hours. During pull down, this setting overrides the defrost
interval and defrost time settings (see the defrost section).","Pull Down Defrost Interval
Even though most applications do not need Defrost during pull down, an
extended defrost during pull down can be applied. This is the time
between defrost cycles during pull down. It is measured in hours and can
be up to 48 hours. During pull down, this setting overrides the defrost
interval and defrost time settings (see the defrost section).",True
Pull-down duration,Pdd,Pdd,True,24,24,True,0,0,True,48,48,True,hour,hour,True,"Pull Down Duration
You can choose to limit the maximum pull down time. Once this time
value (max. 48 hours) is reached, pull down will stop regardless of
whether the desired pull-down temperature has been reached.","Pull Down Duration
You can choose to limit the maximum pull down time. Once this time
value (max. 48 hours) is reached, pull down will stop regardless of
whether the desired pull-down temperature has been reached.",True
Def Min Interval,dii,dii,True,6,6,True,1,1,True,96,96,True,hour,hour,True,"Defrost minimum Interval/dii
Defines the minimum time period between the start of two defrost cycles.
Once the minimum interval has expired, the defrost cycle will start at
the following cut-out or once the maximum interval ""dAi"" has been
reached.","Defrost minimum Interval/dii
Defines the minimum time period between the start of two defrost cycles.
Once the minimum interval has expired, the defrost cycle will start at
the following cut-out or once the maximum interval ""dAi"" has been
reached.",True
Def Max time,dAt,dAt,True,30,30,True,0,0,True,480,480,True,min,min,True,"Maximum Time
Defines the maximum duration of a defrost cycle.
The controller will not allow a maximum time to be entered which is
less than the minimum time, or a minimum time which is more than the
maximum time.","Maximum Time
Defines the maximum duration of a defrost cycle.
The controller will not allow a maximum time to be entered which is
less than the minimum time, or a minimum time which is more than the
maximum time.",True
Def Max Interval,dAi,dAi,True,7,7,True,1,1,True,96,96,True,hour,hour,True,"Maximum Interval
Defines the maximum time period between the start of two defrost cycles.","Maximum Interval
Defines the maximum time period between the start of two defrost cycles.",True
Def Min Time,dit,dit,True,5,5,True,0,0,True,240,240,True,min,min,True,"Minimum Time
Defines the minimum duration of a defrost cycle. During this period, the
controller will not check the temperature. Once the minimum time has
expired, the temperature will be checked and if the terminate temperature
""dtt"" has been reached, the defrost cycle will end. If dtt has not been
reached, defrost will continue until either dtt is reached or the
maximum time ""dAt"" reached, whichever occurs first.","Minimum Time
Defines the minimum duration of a defrost cycle. During this period, the
controller will not check the temperature. Once the minimum time has
expired, the temperature will be checked and if the terminate temperature
""dtt"" has been reached, the defrost cycle will end. If dtt has not been
reached, defrost will continue until either dtt is reached or the
maximum time ""dAt"" reached, whichever occurs first.",True
Defrost by Comp. running time,doC,doC,True,0,0,True,0,0,True,24,24,True,hour,hour,True,"Defrost by Comp. running time
Continuous compressor running can cause defrost.
""0"" = deactived","Defrost by Comp. running time
Continuous compressor running can cause defrost.
""0"" = deactived",True
Initial Defrost Interval,idi,idi,True,3,3,True,0,0,True,96,96,True,hour,hour,True,"Initial Defrost Interval
The initial defrost interval determines the time for first defrost after
power-up. The initial defrost is mainly intended for factory testing of the
defrost functionality and can be set to expire after a number compressor
cycles according to the setting of parameter idd. During normal operation,
the defrost counter will be saved in memory and restored after power loss,
making the initial defrost unnecessary.","Initial Defrost Interval
The initial defrost interval determines the time for first defrost after
power-up. The initial defrost is mainly intended for factory testing of the
defrost functionality and can be set to expire after a number compressor
cycles according to the setting of parameter idd. During normal operation,
the defrost counter will be saved in memory and restored after power loss,
making the initial defrost unnecessary.",True
Initial Defrost Duration,idd,idd,True,100,100,True,0,0,True,999,999,True,cycle,cycle,True,"Initial Defrost Duration
The initial defrost duration is the number of compressor cycles before
the initial defrost is deactivated.
""0"": ""idi"" No initial defrost.
""1-998"": number of compressor cycles before deactivation.
""999"": initial defrost always active.","Initial Defrost Duration
The initial defrost duration is the number of compressor cycles before
the initial defrost is deactivated.
""0"": ""idi"" No initial defrost.
""1-998"": number of compressor cycles before deactivation.
""999"": initial defrost always active.",True
Minimum Cutin voltage,uLi,uLi,True,0,0,True,0,0,True,270,270,True,Vac,Vac,True,"""uLi"": when the compressor is due to start, the voltage of the power
supply will be checked and the compressor will only be allowed to
start if it is at least the value given in this parameter.","""uLi"": when the compressor is due to start, the voltage of the power
supply will be checked and the compressor will only be allowed to
start if it is at least the value given in this parameter.",True
Minimum cut-out voltage,uLo,uLo,True,0,0,True,0,0,True,270,270,True,Vac,Vac,True,"""uLo"": when the compressor is running, it will be switched
OFF if the voltage goes below that given in this
parameter.","""uLo"": when the compressor is running, it will be switched
OFF if the voltage goes below that given in this
parameter.",True
Maximum voltage,uHi,uHi,True,270,270,True,0,0,True,270,270,True,Vac,Vac,True,"""uHi"": when the compressor is running, it will be switched
OFF if the voltage exceeds that given in this parameter.
If the compressor is already stopped, it will remain
switched OFF.","""uHi"": when the compressor is running, it will be switched
OFF if the voltage exceeds that given in this parameter.
If the compressor is already stopped, it will remain
switched OFF.",True
Error run time,Ert,Ert,True,0,0,True,0,0,True,60,60,True,min,min,True,"The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""Ert"" define the duration the compressor will run.
Example: ""Ert=4"" [min] and ""ESt=16"" [min] will provide an average cooling
system activity of 20%. Ert and ""ESt"" values are based on OEM experience
and are by default inactive.","The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""Ert"" define the duration the compressor will run.
Example: ""Ert=4"" [min] and ""ESt=16"" [min] will provide an average cooling
system activity of 20%. Ert and ""ESt"" values are based on OEM experience
and are by default inactive.",True
Error stop time,ESt,ESt,True,1,1,True,0,0,True,60,60,True,min,min,True,"The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""ESt"" define the duration the compressor will be ""idle"".","The parameter only become active in the unlikely event of a broken
temperature sensor. It is used to run the application in safety mode.
At the same time the sensor error will be shown in the display.
""ESt"" define the duration the compressor will be ""idle"".",True
